NO;ID;NAMA ITEM DATA;KELURAHAN;KECAMATAN;KABUPATEN/KOTA;LATITUDE;LONGITUDE;TIPE ATM;ALAMAT;DATA ATRIBUT7;DATA ATRIBUT8;DATA ATRIBUT9;PHOTO/GAMBAR
78;;HOKY MART;KEL. MANDIS GANTING;MANDIANGIN KOTO SELAYAN;KOTA BUKITTINGGI;-0.29702128324041277;100.38675007947266;ATM Tunai;JL. SOEKARNO HATTA GANTING BUKITTINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
79;;HOTEL GRAND MUTIS;BANDAR BUAT;LUBUK KILANGAN;KOTA PADANG;-0.9490968611827025;100.43962304507664;ATM Tunai;JL.SLAMET WARDOYO;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
80;;HOTEL IBIS;RIMBO KALUANG;PADANG CARAT;KOTA PADANG;-0.9274888248810643;100.36309003367994;ATM Tunai;JL.TAMAN SISWA NO.1A;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
81;;HOTEL ION;ULAK KARANMG UTARA;PADANG UTARA;KOTA PADANG;-0.9077077592447736;100.35107106598296;ATM Tunai;JL. S PARMAN NO. 250 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
82;;HOTEL MERCURE;PURUS;PADANG BARAT;KOTA PADANG;-0.9357495153771851;100.35274239481888;ATM Tunai;JL PURUS NO. 8 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
83;;HOTEL MITRA ARENA;ATTS;GUGUK PANJANG;KOTA BUKITTINGGI;-0.30037521484049035;100.37227123294886;ATM Tunai;JL. SOEKARNO HATTA BUKITTINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
84;;HOTEL MY ALL;KEL. OLO;PADANG BARAT;KOTA PADANG;-0.9428252156741559;100.35171597947603;ATM Tunai;JL. SAMUDRA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
85;;HOTEL OMBILIN;PASAR REMAJA;PASAR REMAJA;KOTA SAWAHLUNTO;-0.6810474096702017;100.7774886948175;ATM Tunai;JL.M YAMIN PASAR REMAJA KOTA SAWAHLUNTO;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
86;;HOTEL ROCKY;BENTENG PASAR ATAS;GUGUAK PANJANG;KOTA BUKITTINGGI;-0.3054102948432958;100.36819025861486;ATM Tunai;JL.YOS SUDARSO NO.29 BUKITTINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
87;;JMK MART;KUBU MARAPALAM;PADANG TIMUR;KOTA PADANG;-0.9717972172823635;100.3804078303963;ATM Tunai;JL. AUR DURI (SIMPANG AIR MATI) PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
88;;JUANDA;RIMBO KALUANG;PADANG BARAT;KOTA PADANG;-0.92254817465556;100.35308608686744;ATM Tunai;JL. JUANDA NO. 29 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
89;;KAMPUS IAIN BUKIT TINGGI;KUBANG PUTIH;BANUHAMPU;KAB. AGAM;-0.3227500920867539; 100.39652169891515;ATM Tunai;JL. GURUN AUR KUBANG PUTIH KAB AGAM SUAMATERA BARAT;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
90;;KAMPUS ITP PADANG;GUNUNG PANGILUN;PADANG UTARA;KOTA PADANG;-0.8935041649115653;100.36549329288009;ATM Tunai;JL. GAJAH MADA PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
91;;KANTOR KAS BYPASS SYARIAH;OLO;PADANG BARAT;KOTA PADANG;-0.8963742587215928;100.36436299481865;ATM Tunai;JALAN BELAKANG OLO NO. 45 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
92;;KANTOR POS PADANG;SAWAHAN;PADANG BARAT;KOTA PADANG;-0.9286512990363006;100.35655552904706;ATM Tunai;JL. BAGINDO AZIZ CHAN NO.7 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
93;;KANTOR POS SINGKARAK;SINGKARAK;X KOTO SINGKARAK;KAB. SOLOK;-0.6723821802801755;100.60037922692746;ATM Tunai;JL. TAMAN WISATA NO. 27 DESA PASIA SINGKARAK;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
94;;KCP MENTAWAI;DESA TUAPEJAT;SIPORA UTARA;KAB. KEPULAUAN MENTAWAI;-1.899600018519955;99.60272027905044;ATM Tunai;JL. RAYA TUAPEJAT KM.1.5 MENTAWAI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
95;;KCP MUARO SIJUNJUNG;MUARO;SIJUNJUNG;KAB. SIJUNJUNG;-0.5752481399570553;100.93379807602042;ATM Tunai;JL. SUDIRMAN NO. 190 SUBARANG OMBAK NAGARI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
96;;KCP UJUNG GADING CRM;JORONG KUAMANG;LEMBAH MALINTANG;KAB. PASAMAN BARAT;-0.33353617049351103;99.55138995336617;CRM;JL. FLORES NAGARI UJUNG GADING;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
97;;KK PADANG LUAR;NAGARI PADANG LUAR;BANU HAMPU;KAB. AGAM;-0.3350985167072117;100.38196955944277;CRM;JL. RAYA BUKITTINGGI - PADANG KM 4 PASAR PADANG LUAR;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
98;;KK SOLOK SELATAN;NAGARI LUBUK GADANG;TANJUNG HARAPAN;KAB. SOLOK SELATAN;-1.5014017883554007;101.24211162156786;ATM Tunai;JL. LINTAS JORONG PADANG ARO SOLOK SELATAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
99;;KKSP SEMEN PADANG;INDARUNG;LUBUK KILANGAN;KOTA PADANG;-0.949297944276099;100.46608790499572;ATM Tunai;JL.RAYA INDARUNG PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
100;;KLN LUBUK SIKAPING;NAGARI DURIAN TINGGI;LUBUK SIKAPING;KAB. PASAMAN;-0.12865377757379917;100.1700237599491;ATM Tunai;JL. SUDIRMAN NAGARI DURIAN TINGGI KAB. PASAMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
101;;KURANJI;KURANJI;KURANJI;KOTA PADANG;-0.9125179691891289;100.39706424403387;ATM Tunai;JL. RAYA KAMPUNG KELAWI NO. 81 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
102;;MINIMARKET ASLAM;CAMPAGO GUGUAK BULEK;MANDIANGIN KOTO SELAYAN;KOTA BUKITTINGGI;-0.28684693644889986;100.38423607870479;ATM Tunai;JL.ABDUL MANAN SIMP GUGUAK BULEK BUKITTINNGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
103;;NGALAU INDAH PAYAKUMBUH;KUBU GADANG;PAYAKUMBUH BARAT;KOTA PAYAKUMBUH;-0.24016221012758376;100.61314031480165;ATM Tunai;JL SUKARNO HATTA KOTA PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
104;;PDAM PAYAKUMBUH;PADANG TIAKAR;PAYAKUMBUH TIMUR;KOTA PAYAKUMBUH;-0.23363913369243874;100.63305303388876;ATM Tunai;JL.M.YAMIN PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
105;;PLAZA PAYAKUMBUH;LABUAH BARU;PAYAKUMBUH UTARA;KOTA PAYAKUMBUH;-0.184907740390322;100.65036657470698;ATM Tunai;JL.SUDIRMAN PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
106;;PLAZA SUNGAI RUMBAI;SUNGAI RUMBAI;SUNGAI RUMBAI;KAB. DHARMASRAYA;-0.9998327385298719;101.38552543396301;ATM Tunai;JL. LINTAS SUMATRA KEC. KOTO BARU KAB. DAHRMASRAYA PROV. SUMATERA BARAT;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
107;;PLN BUKITTINGGI;ATTS;GUGUK PANJANG;KOTA BUKITTINGGI;-0.30770904505958546;100.37154103486213;ATM Tunai;KANTOR PLN CAB.BUKITTINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
108;;POLIKLINIK GIGI;KEL. PASAR BARU;PAUH;KOTA PADANG;-0.8720919498233903;100.39083480217538;ATM Tunai;JL. M. HATTA NO. 5 A PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
109;;POLITANI UNAND;TANJUNG PATI;HARAU;KAB. LIMA PULUH KOTA;-0.1688314179399845;100.66385882234349;ATM Tunai;JL RAYA NEGARA KM 7;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
111;;POLITEKNIK PAYAKUMBUH;KOTO TUO;HARAU;KAB. LIMA PULUH KOTA;-0.16896298592162934;100.66389138023557;ATM Tunai;JL.TAN MALAKA KM 15 PASAR DANGUNG-DANGUNG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
112;;BNI ITP PADANG;ULAK KARANG UTARA;PADANG UTARA;KOTA PADANG;-0.8998497073916407 ;100.36342444411686;ATM Tunai;JL. SUMATERA ULAK KARANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
113;;RAGASA MOTOR;GURUN LAWEH;LUBEK BAGALUNG;KOTA PADANG;-0.9472515936874509 ;100.38103572510803;ATM Tunai;JL. DR. SUTOMO NO. 48 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
114;;RM KAYU ARO;KAYU ARO;GUNUNG TALANG;KAB. SOLOK;-0.9531502105856623;100.61960042346597;ATM Tunai;JL. RAYA KAYU ARO KAB SOLOK;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
115;;RM LAMUN OMBAK;ULAK KARANG SELATAN;PADANG UTARA;KOTA PADANG;-0.908706721476838 ;100.35348653317500;ATM Tunai;JL. KHATIB SULAIMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
116;;RM.UMEGA;GUNUNG MEDAN;GUNUNG MEDAN;KAB. DHARMASRAYA;-0.961386223098266;101.59426565621253;ATM Tunai;JLN LINTAS GN.MEDAN KAB. DHARMASRAYA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
117;;RS. IBNU SHINA;GUNUNG PANGILUN;PADANG UTARA;KOTA PADANG;-0.9171904769852680;100.36720990659400;ATM Tunai;JL. R. SOEPRAPTO MUKA KUNING;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
118;;RSUD ADNAN WD;LABUAH BARU;PAYAKUMBUH TIMUR;KOTA PAYAKUMBUH;-0.22262949900840600;100.63914898206500;ATM Tunai;JL.ADE IRMA SURYANI PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
119;;RSUD LUBUK BASUNG;PADANG BARU;KEC. LUBUK BASUNG;KAB. AGAM;-0.3125117592503580;100.0315044627980;ATM Tunai;JL SOEKARNO HATTA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
120;;RSUD PADANG PANJANG;GANTIANG;PADANG PANJANG TIMUR;KOTA PADANG PANJANG;-0.4553118773256330;100.402023318373;ATM Tunai;JL. TABEK GADANG BUKIK KANDUANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
121;;RSUD PARIAMAN;KAMPUNG BARU;PARIAMAN TENGAH;KOTA PARIAMAN;-0.63110212587379;100.12566687101900;ATM Tunai;JL. M YAMIN KOTA PARIAMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
122;;RSUP. M. JAMIL PADANG;JATI BARU;PADANG TIMUR;KOTA PADANG;-0.9436959043162450;100.36666236438100;ATM Tunai;JL. DANAU AGUNG, KEL.SUNTER AGUNG, KEC.TANJUNG PRIOK, JAKARTA UTARA 14350;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
123;;RUMAH MAKAN LAMUN OMBAK;ULAK KARANG UTARA;PADANG UTARA;KOTA PADANG;-0.9070451237473310;100.35335539273800;ATM Tunai;JL. PROVINSI KM. 192, SATUI, ANGSANA, TANAH BUMBU, 72275;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
124;;SATE MAK SYUKUR;KEL. SELAING BAWAH;PADANG PANJANG BARAT;KOTA PADANG PANJANG;-0.46360940482229;100.38071612462400;ATM Tunai;PADANG PANJANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
125;;SIMPANG GUDANG;KEL. SURABAYO;KEC. LUBUK BASUNG;KAB. AGAM;-0.32132695559526900;99.96359711615660;ATM Tunai;JL.LINTAS TIMUR MANGGOPOH JORONG BALAI I LUBUK BASUNG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
126;;SPBU ALANG LAWEH;ALANG LAWEH;PADANG SELATAN;KOTA PADANG;-0.951516023482538;100.36782670120100;ATM Tunai;JL. MH THAMRIN PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
127;;SPBU BYPASS;KALUMBUK;KALUMPANG;KOTA PADANG;-0.9430910968180570;100.40078352217800;ATM Tunai;JL. RAYA PASS PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
128;;SPBU CANDUNG BASO;IV ANGKAT CANDUNG;IV ANGKAT CANDUNG;KAB. AGAM;-0.29116999634362400;100.40257249674200;ATM Tunai;JL.RAYA BUKITTINGGI-PAYAKUMBUH KM 7;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
129;;SPBU CENGKEH;CANGKEH NAN XX;LUBUK BAGALUNG;KOTA PADANG;-0.9534410822189640;100.40795561167700;ATM Tunai;JL. PADANG INDARUNG TANJUNG SABA PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
130;;SPBU JATI PARIAMAN;JATI HILIR;PARIAMAN TENGAH;KOTA PARIAMAN;-0.5971685766951070;100.14068839953400;ATM Tunai;JL. BY PASS JATI PARIAMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
131;;SPBU KHATIB SULAIMAN;LOLONG BELANTI;PADANG UTARA;KOTA PADANG;-0.9117645167095770;100.35852209900900;ATM Tunai;JL. KHOTIB SULAIMAN NO.50 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
132;;SPBU KOTA BARU;KUBUNG;KUBUNG;KAB. SOLOK;-0.8133588416533240;100.65494372811900;ATM Tunai;JL. RAYA SOLOK PADANG KM. 5 SOLOK;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
133;;SPBU MATA AIR;MATA AIR;PADANG SELATAN;KOTA PADANG;-0.9669309257746370;100.38118815515200;ATM Tunai;JL. ST. SYAHRIR NO. 08 MATA AIR PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
134;;SPBU MUARO KALABAN;MUARO KALABAN;SILUNGKANG;KOTA SAWAHLUNTO;-0.7081978350643530;100.79704327947400;ATM Tunai;JL. LINTAS SUMATERA KM 85 DESA AIA DINGIN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
135;;SPBU PALAPA;BATANG ANAI;BATANG ANAI;KOTA PADANG;-0.7738310020903350;100.31443036043200;ATM Tunai;JL. RAYA PADANG - PADANG PANJANG KM 2-24 KAB. PADANG PARIAMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
136;;SPBU PISANG;KUBU PARAK KARAKAH;PADANG TIMUR;KOTA PADANG;-0.9432227642903150;100.40025678093100;ATM Tunai;JL. BY PASS KM 7 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
137;;SPBU SIMPANG KALUMPANG;LUBUK BUAYA;LUBUK BUAYA;KOTA PADANG;-0.8371090237258100;100.3345741681960;ATM Tunai;JL. ADINEGORO NO. 35 GANTING LUBUK BUAYA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
138;;SPBU SIMPANG PARIT;PARIK MUKO AIE;LAMPOSI TIGO NAGORI;KOTA PAYAKUMBUH;-0.22517147010574000;100.62862079323800;ATM Tunai;JL.DIPONEGORO;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
139;;SPBU SUNGAI KAMUYANG;SIUNGAI KAMUYANG;LUAK;KAB. LIMA PULUH KOTA;-0.23741058899683100;100.68762691371900;ATM Tunai;JL RAYA PAYAKUMBUH-LINTAU SUNGAI KAMUYANG KEC LUAK KAB LIMAPULUH KOTA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
140;;SPBU TABEK PANJANG;BALAI PANJANG;PAYAKUMBUH;KOTA PAYAKUMBUH;-0.17465176138946900;100.58730359985500;ATM Tunai;JL.TAN MALAKA PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
141;;SPBU TALAWI;TALAWI HILIR;TALAWI;KOTA SAWAHLUNTO;-0.5956485742019290;100.73577493010600;ATM Tunai;JL PROF. M YAMIN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
142;;SPBU TANJUNG PATI;NAGARI SARILAMAK;HARAU;KAB. LIMA PULUH KOTA;-0.15914081188406000;100.66192966412900;ATM Tunai;JL.LINTAS PAYAKUMBUH-PEKANBARU;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
143;;STAIN BATU SANGKAR;NAGARI LIMA KAUM;LIMA KAUM;KAB. TANAH DATAR;-0.46101495867448300;100.5725527815180;ATM Tunai;JL. SUDIRMAN NO. 37;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
144;;STASIUN KAI PADANG;SAWAHAN TIMUR;PADANG TIMUR;KOTA PADANG;-0.943562715705239;100.37437722180400;ATM Tunai;JL. SAWAHAN PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
145;;STIKES PRIMA NUSANTARA;KUBU GULAI BANCAH;GULAI BANCAH;KOTA BUKITTINGGI;-0.2883856752578730;100.37239824656700;ATM Tunai;JL.KUSUMA BAKTI NO.99 BUKITTINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
146;;SWALAYAN NIAGARA;PARIT RANTANG;PAYAKUMBUH BARAT;KOTA PAYAKUMBUH;-0.22590399970821400;100.62581137319700;ATM Tunai;JL.SOEKARNO HATTA PAYAKUMBUH;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
147;;TANDEM DADOK TUNGGUL HITAM;AIR TAWAR TIMUR;TUNGGUL HITAM;KOTA PADANG;-0.8878973415599450;100.35492380574000;ATM Tunai;JL. K.H HASYIM ASHARI NO 63;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
148;;TANDEM DALLAS MOTOR;ANDALAS;PADANG TIMUR;KOTA PADANG;-0.9408906334264590;100.3812744524900;ATM Tunai;JALAN ANDALAS NO 38 PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
149;;TANDEM DALLAS MOTOR;ANDALAS;PADANG TIMUR;KOTA PADANG;-0.9408906334264590;100.3812744524900;ATM Tunai;JLN.GARUDA NO.83 LUBUK AMAN;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
150;;TANDEM KCP ALAHAN PANJANG;KENAGARIAN ALAHAN PANJANG;LEMBAH GUMANTI;KAB. SOLOK;-0.10715546338568900;100.78573918650600;CRM;JL. GAJAH MADA NO. 31;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
151;;TANDEM KCP ALAHAN PANJANG;KENAGARIAN ALAHAN PANJANG;LEMBAH GUMANTI;KAB. SOLOK;-0.10715546338568900;100.78573918650600;ATM Tunai;JL. GAJAH MADA NO. 31 JORONG ALAHAN PANJANG SOLOK;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
152;;TANDEM KCP DANGUNG DANGUNG;NAGARI DANGUANG2;HARAU;KAB. LIMA PULUH KOTA;-0.11473732791749900;100.54279339953400;ATM Tunai;JL NEGARA KM 12 SARILAMAK KAB LIMAPULUH KOTA;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
153;;TANDEM KCP LUBUK ALUNG;NAGARI LUBUK ALUNG;LUBUK ALUNG;KAB. PADANG PARIAMAN;-0.6763129719617538 ;100.29002145622813;CRM;JALAN RAYA PADANG-BUKIT TINGGI;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
154;;TANDEM KCP PAINAN;PAINAN UTARA;KEC. IV JURAI;KAB. PESISIR SELATAN;-0.12844860610032000;100.57194560370900;CRM;JALAN ILYAS YAKUB NO, 38;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
155;;TANDEM KK LUBUK BASUNG;KEL. SURABAYO;KEC. LUBUK BASUNG;KAB. AGAM;-0.3204647965230970;100.0313552054900;CRM;JL. GAJAH MADA NO. 443 LUBUK BASUNG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
156;;TEE BOX CAFÉ;BEROK NIPAH;PADANG SELATAN;KOTA PADANG;-0.9573109162892450;100.35538106598300;ATM Tunai;JL. DIPONEGORO PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
157;;TOKO BESI HIDAYAH;BUKIT SURUNGAN;PADANG PANJANG BARAT;KOTA PADANG PANJANG;-0.4605979749850340;100.40052130363600;ATM Tunai;JL. PROF HAMKA PS. USANG PADANG PANJANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
158;;SPORT CENTRE GUNUNG PANGILUN;GUNUNG PANGILUN;PADANG UTARA;KOTA PADANG;-0.9116398987274146;100.36358920060200;ATM Tunai;JL. GAJAH MADA NO.105 B GUNUNG PANGILUN PADANG;;;;https://drive.google.com/drive/folders/1cgT2iYpPkRPR1hec6GPK5gBwETxpp35v
